xstart,ystart,zstart,xend,yend,zend,color
-26.4214,4.9615,75.775,-25.1903,4.1931,74.4182,16
-26.4214,4.9615,75.775,-27.9013,9.0469,76.3568,16
-26.4214,4.9615,75.775,-16.6735,6.6243,76.4221,16
-26.4214,4.9615,75.775,-16.6791,6.8174,76.0899,16
-26.4214,4.9615,75.775,-27.131,6.1882,75.825,16
-26.4214,4.9615,75.775,-29.1844,12.4366,76.6086,16
-26.4214,4.9615,75.775,-28.2293,10.9835,76.2423,16
-26.1114,4.7894,75.4332,-25.6965,4.6815,75.0377,16
-26.1114,4.7894,75.4332,-26.8034,5.5398,75.6457,16
-26.1114,4.7894,75.4332,-26.0143,4.9965,76.0844,16
-26.1114,4.7894,75.4332,-28.531,11.8483,76.6064,16
-26.1114,4.7894,75.4332,-25.8645,5.028,75.3467,16
-26.1114,4.7894,75.4332,-15.4302,0.66092,82.2574,16
-26.1114,4.7894,75.4332,-25.688,3.9779,75.2568,22
-26.1114,4.7894,75.4332,-25.6543,4.1194,74.8918,22
-26.1114,4.7894,75.4332,-27.2962,4.2232,84.3671,22
-26.1114,4.7894,75.4332,-26.8682,5.7789,75.6644,16
-26.1114,4.7894,75.4332,-27.2263,4.0284,81.6514,22
-26.1114,4.7894,75.4332,-27.6715,4.503,81.2054,22
-26.1114,4.7894,75.4332,-14.9576,0.55335,82.8687,16
-26.1114,4.7894,75.4332,-15.0183,0.43276,82.5302,16
-26.1114,4.7894,75.4332,-27.214,3.79,82.9544,22
-26.1114,4.7894,75.4332,-27.8118,4.5297,82.3756,22
-26.1114,4.7894,75.4332,-26.5872,5.445,75.6289,16
-26.1114,4.7894,75.4332,-26.2096,5.1829,75.4466,16
-26.1114,4.7894,75.4332,-26.4093,5.2792,75.5009,16
-26.1114,4.7894,75.4332,-28.366,5.2684,83.1153,22
-26.1114,4.7894,75.4332,-15.4115,0.28058,82.1931,16
-26.1114,4.7894,75.4332,-15.7944,1.2321,82.0378,16
-26.1114,4.7894,75.4332,-21.5895,3.6929,84.8083,16
-26.1114,4.7894,75.4332,-24.9334,3.3939,76.1053,22
-26.1114,4.7894,75.4332,-25.3604,3.5819,76.0805,22
-26.1114,4.7894,75.4332,-24.9724,3.3922,75.556,22
-26.1114,4.7894,75.4332,-25.1952,3.4687,75.6652,22
-26.1114,4.7894,75.4332,-25.5394,3.6982,75.6968,22
-26.1114,4.7894,75.4332,-27.9343,8.042,76.2096,16
-26.1114,4.7894,75.4332,-26.0433,3.8118,77.9445,22
-26.1114,4.7894,75.4332,-27.9766,8.2825,76.1438,16
-26.1114,4.7894,75.4332,-26.6291,3.8751,79.2501,22
-26.1114,4.7894,75.4332,-25.34,3.6163,76.7772,22
-26.1114,4.7894,75.4332,-27.7297,5.2477,79.2716,22
-26.1114,4.7894,75.4332,-27.2683,4.8534,78.5856,22
-26.1114,4.7894,75.4332,-27.2161,6.3386,75.6678,16
-26.1114,4.7894,75.4332,-27.2825,4.2598,79.8833,22
-26.1114,4.7894,75.4332,-27.5007,4.4165,80.5065,22
-26.1114,4.7894,75.4332,-27.5353,4.5671,79.8796,22
-26.1114,4.7894,75.4332,-27.8682,4.8646,80.3038,22
-26.1114,4.7894,75.4332,-27.4575,4.6631,79.4704,22
-26.1114,4.7894,75.4332,-26.1741,4.3416,77.7238,22
-26.1114,4.7894,75.4332,-26.6272,4.6206,78.1126,22
-26.1114,4.7894,75.4332,-26.4292,4.6756,77.5436,22
-26.1114,4.7894,75.4332,-26.9654,5.0002,77.3693,22
-26.1114,4.7894,75.4332,-27.737,7.5819,75.9777,16
-26.1114,4.7894,75.4332,-28.5417,5.7791,81.0167,22
-26.1114,4.7894,75.4332,-28.2718,5.7393,79.9303,22
-26.1114,4.7894,75.4332,-16.3016,4.2921,78.2394,16
-26.1114,4.7894,75.4332,-26.3825,5.3227,75.5302,16
-26.1114,4.7894,75.4332,-29.4276,10.645,78.4847,16
-26.1114,4.7894,75.4332,-26.9261,5.5903,76.3571,16
-26.1114,4.7894,75.4332,-26.6676,5.6821,75.4907,16
-26.1114,4.7894,75.4332,-27.9148,8.2597,76.1337,16
-26.1114,4.7894,75.4332,-27.9083,9.2017,76.1613,16
-26.1114,4.7894,75.4332,-16.1276,4.9561,78.3163,16
-26.1114,4.7894,75.4332,-27.9013,9.0469,76.3568,16
-26.1114,4.7894,75.4332,-16.6735,6.6243,76.4221,16
-26.1114,4.7894,75.4332,-16.6791,6.8174,76.0899,16
-26.1114,4.7894,75.4332,-27.131,6.1882,75.825,16
-26.1114,4.7894,75.4332,-29.1844,12.4366,76.6086,16
-26.5786,5.2486,75.8018,-25.6965,4.6815,75.0377,16
-26.5786,5.2486,75.8018,-26.311,4.9937,75.4534,16
-26.5786,5.2486,75.8018,-26.8034,5.5398,75.6457,16
-26.5786,5.2486,75.8018,-26.383,5.2334,75.621,16
-26.5786,5.2486,75.8018,-26.0143,4.9965,76.0844,16
-26.5786,5.2486,75.8018,-28.531,11.8483,76.6064,16
-26.5786,5.2486,75.8018,-27.4768,6.2139,76.964,16
-26.5786,5.2486,75.8018,-25.8645,5.028,75.3467,16
-26.5786,5.2486,75.8018,-26.4302,4.8721,76.3984,16
-26.5786,5.2486,75.8018,-15.4302,0.66092,82.2574,16
-26.5786,5.2486,75.8018,-25.5777,4.2858,74.7089,16
-26.5786,5.2486,75.8018,-25.9113,4.7722,75.3206,16
-26.5786,5.2486,75.8018,-28.0346,10.2757,76.2278,16
-26.5786,5.2486,75.8018,-25.7181,3.8798,76.4163,16
-26.5786,5.2486,75.8018,-26.8682,5.7789,75.6644,16
-26.5786,5.2486,75.8018,-25.4432,4.0863,74.5979,16
-26.5786,5.2486,75.8018,-14.9576,0.55335,82.8687,16
-26.5786,5.2486,75.8018,-15.0183,0.43276,82.5302,16
-26.5786,5.2486,75.8018,-26.5872,5.445,75.6289,16
-26.5786,5.2486,75.8018,-26.2096,5.1829,75.4466,16
-26.5786,5.2486,75.8018,-26.4093,5.2792,75.5009,16
-26.5786,5.2486,75.8018,-28.366,5.2684,83.1153,22
-26.5786,5.2486,75.8018,-15.4115,0.28058,82.1931,16
-26.5786,5.2486,75.8018,-15.7944,1.2321,82.0378,16
-26.5786,5.2486,75.8018,-21.5895,3.6929,84.8083,16
-26.5786,5.2486,75.8018,-24.8731,3.953,74.2917,16
-26.5786,5.2486,75.8018,-27.9343,8.042,76.2096,16
-26.5786,5.2486,75.8018,-27.9766,8.2825,76.1438,16
-26.5786,5.2486,75.8018,-27.2161,6.3386,75.6678,16
-26.5786,5.2486,75.8018,-16.3016,4.2921,78.2394,16
-26.5786,5.2486,75.8018,-26.9261,5.5903,76.3571,16
-26.5786,5.2486,75.8018,-26.6676,5.6821,75.4907,16
-26.5786,5.2486,75.8018,-27.9148,8.2597,76.1337,16
-26.5786,5.2486,75.8018,-27.9083,9.2017,76.1613,16
-26.5786,5.2486,75.8018,-24.4071,4.1922,74.0711,16
-26.5786,5.2486,75.8018,-25.1903,4.1931,74.4182,16
-26.5786,5.2486,75.8018,-28.5238,6.3881,79.5355,22
-26.5786,5.2486,75.8018,-16.1276,4.9561,78.3163,16
-26.5786,5.2486,75.8018,-26.9269,5.6208,76.1232,16
-26.5786,5.2486,75.8018,-18.1239,5.9803,75.3135,16
-26.5786,5.2486,75.8018,-27.9013,9.0469,76.3568,16
-26.5786,5.2486,75.8018,-16.6735,6.6243,76.4221,16
-26.5786,5.2486,75.8018,-16.6791,6.8174,76.0899,16
-26.5786,5.2486,75.8018,-17.8542,6.1682,75.4243,16
-26.5786,5.2486,75.8018,-17.9588,6.1351,75.1961,16
-26.5786,5.2486,75.8018,-27.131,6.1882,75.825,16
-26.5786,5.2486,75.8018,-29.1844,12.4366,76.6086,16
-26.5786,5.2486,75.8018,-28.2293,10.9835,76.2423,16
-25.6965,4.6815,75.0377,-26.311,4.9937,75.4534,16
-25.6965,4.6815,75.0377,-26.383,5.2334,75.621,16
-25.6965,4.6815,75.0377,-24.899,4.5709,76.1788,16
-25.6965,4.6815,75.0377,-23.8908,4.6951,75.4706,16
-25.6965,4.6815,75.0377,-26.0143,4.9965,76.0844,16
-25.6965,4.6815,75.0377,-29.0147,10.6364,77.7663,16
-25.6965,4.6815,75.0377,-29.3696,11.1162,78.118,16
-25.6965,4.6815,75.0377,-29.4365,11.5817,77.9128,16
-25.6965,4.6815,75.0377,-25.8645,5.028,75.3467,16
-25.6965,4.6815,75.0377,-26.4302,4.8721,76.3984,16
-25.6965,4.6815,75.0377,-15.4302,0.66092,82.2574,16
-25.6965,4.6815,75.0377,-25.8221,4.473,75.0934,16
-25.6965,4.6815,75.0377,-25.5777,4.2858,74.7089,16
-25.6965,4.6815,75.0377,-25.9113,4.7722,75.3206,16
-25.6965,4.6815,75.0377,-28.0352,10.516,76.491,16
-25.6965,4.6815,75.0377,-28.0346,10.2757,76.2278,16
-25.6965,4.6815,75.0377,-28.2957,11.2829,76.4237,16
-25.6965,4.6815,75.0377,-18.259,-0.81227,86.8002,16
-25.6965,4.6815,75.0377,-17.9029,-1.344,86.2426,16
-25.6965,4.6815,75.0377,-25.7181,3.8798,76.4163,16
-25.6965,4.6815,75.0377,-25.4776,4.7795,75.4863,16
-25.6965,4.6815,75.0377,-16.1769,-1.4456,82.6743,16
-25.6965,4.6815,75.0377,-16.123,-0.47998,82.3278,16
-25.6965,4.6815,75.0377,-14.9576,0.55335,82.8687,16
-25.6965,4.6815,75.0377,-15.0183,0.43276,82.5302,16
-25.6965,4.6815,75.0377,-26.2096,5.1829,75.4466,16
-25.6965,4.6815,75.0377,-26.4093,5.2792,75.5009,16
-25.6965,4.6815,75.0377,-15.4115,0.28058,82.1931,16
-25.6965,4.6815,75.0377,-15.7944,1.2321,82.0378,16
-25.6965,4.6815,75.0377,-22.4245,2.5647,81.1841,16
-25.6965,4.6815,75.0377,-21.7377,2.6611,78.7501,16
-25.6965,4.6815,75.0377,-24.8356,4.8712,74.8259,16
-25.6965,4.6815,75.0377,-27.9343,8.042,76.2096,16
-25.6965,4.6815,75.0377,-27.9766,8.2825,76.1438,16
-25.6965,4.6815,75.0377,-27.6423,6.6306,76.6672,16
-25.6965,4.6815,75.0377,-27.737,7.5819,75.9777,16
-25.6965,4.6815,75.0377,-28.1025,6.1461,78.2887,22
-25.6965,4.6815,75.0377,-27.3406,5.8143,77.7518,22
-25.6965,4.6815,75.0377,-26.8308,5.1044,76.1265,16
-25.6965,4.6815,75.0377,-26.3825,5.3227,75.5302,16
-25.6965,4.6815,75.0377,-25.7156,5.0779,75.1559,16
-25.6965,4.6815,75.0377,-25.4141,4.9285,75.0826,16
-25.6965,4.6815,75.0377,-26.9261,5.5903,76.3571,16
-25.6965,4.6815,75.0377,-26.6676,5.6821,75.4907,16
-25.6965,4.6815,75.0377,-29.835,9.676,79.7272,16
-25.6965,4.6815,75.0377,-27.9148,8.2597,76.1337,16
-25.6965,4.6815,75.0377,-27.9083,9.2017,76.1613,16
-25.6965,4.6815,75.0377,-28.5238,6.3881,79.5355,22
-25.6965,4.6815,75.0377,-26.9269,5.6208,76.1232,16
-25.6965,4.6815,75.0377,-27.9013,9.0469,76.3568,16
-25.6965,4.6815,75.0377,-16.6735,6.6243,76.4221,16
-25.6965,4.6815,75.0377,-16.6791,6.8174,76.0899,16
-25.6965,4.6815,75.0377,-27.131,6.1882,75.825,16
-25.6965,4.6815,75.0377,-28.2293,10.9835,76.2423,16
-26.311,4.9937,75.4534,-26.8034,5.5398,75.6457,16
-26.311,4.9937,75.4534,-26.383,5.2334,75.621,16
-26.311,4.9937,75.4534,-26.0143,4.9965,76.0844,16
-26.311,4.9937,75.4534,-25.8645,5.028,75.3467,16
-26.311,4.9937,75.4534,-15.4302,0.66092,82.2574,16
-26.311,4.9937,75.4534,-25.9113,4.7722,75.3206,16
-26.311,4.9937,75.4534,-28.0346,10.2757,76.2278,16
-26.311,4.9937,75.4534,-26.8682,5.7789,75.6644,16
-26.311,4.9937,75.4534,-14.9576,0.55335,82.8687,16
-26.311,4.9937,75.4534,-15.0183,0.43276,82.5302,16
-26.311,4.9937,75.4534,-26.5872,5.445,75.6289,16
-26.311,4.9937,75.4534,-26.2096,5.1829,75.4466,16
-26.311,4.9937,75.4534,-26.4093,5.2792,75.5009,16
-26.311,4.9937,75.4534,-15.4115,0.28058,82.1931,16
-26.311,4.9937,75.4534,-15.7944,1.2321,82.0378,16
-26.311,4.9937,75.4534,-27.9343,8.042,76.2096,16
-26.311,4.9937,75.4534,-26.0433,3.8118,77.9445,22
-26.311,4.9937,75.4534,-27.9766,8.2825,76.1438,16
-26.311,4.9937,75.4534,-26.6291,3.8751,79.2501,22
-26.311,4.9937,75.4534,-27.737,7.5819,75.9777,16
-26.311,4.9937,75.4534,-28.2718,5.7393,79.9303,22
-26.311,4.9937,75.4534,-28.1025,6.1461,78.2887,22
-26.311,4.9937,75.4534,-27.3406,5.8143,77.7518,22
-26.311,4.9937,75.4534,-26.9261,5.5903,76.3571,16
-26.311,4.9937,75.4534,-26.6676,5.6821,75.4907,16
-26.311,4.9937,75.4534,-27.9148,8.2597,76.1337,16
-26.311,4.9937,75.4534,-27.9083,9.2017,76.1613,16
-26.311,4.9937,75.4534,-28.5238,6.3881,79.5355,22
-26.311,4.9937,75.4534,-27.9013,9.0469,76.3568,16
-26.311,4.9937,75.4534,-16.6735,6.6243,76.4221,16
-26.311,4.9937,75.4534,-16.6791,6.8174,76.0899,16
-26.311,4.9937,75.4534,-27.131,6.1882,75.825,16
-26.311,4.9937,75.4534,-28.2293,10.9835,76.2423,16
-26.8034,5.5398,75.6457,-27.1687,6.0848,75.8813,16
-26.8034,5.5398,75.6457,-26.383,5.2334,75.621,16
-26.8034,5.5398,75.6457,-26.0143,4.9965,76.0844,16
-26.8034,5.5398,75.6457,-27.4768,6.2139,76.964,16
-26.8034,5.5398,75.6457,-25.8645,5.028,75.3467,16
-26.8034,5.5398,75.6457,-25.8221,4.473,75.0934,16
-26.8034,5.5398,75.6457,-25.9113,4.7722,75.3206,16
-26.8034,5.5398,75.6457,-25.8607,4.5381,75.362,16
-26.8034,5.5398,75.6457,-28.0346,10.2757,76.2278,16
-26.8034,5.5398,75.6457,-14.8749,-2.7868,83.6194,0
-26.8034,5.5398,75.6457,-26.8682,5.7789,75.6644,16
-26.8034,5.5398,75.6457,-25.4776,4.7795,75.4863,16
-26.8034,5.5398,75.6457,-19.0055,-2.8787,87.1629,0
-26.8034,5.5398,75.6457,-14.9119,0.44477,83.5435,0
-26.8034,5.5398,75.6457,-26.2096,5.1829,75.4466,16
-26.8034,5.5398,75.6457,-26.4093,5.2792,75.5009,16
-26.8034,5.5398,75.6457,-27.9343,8.042,76.2096,16
-26.8034,5.5398,75.6457,-27.9766,8.2825,76.1438,16
-26.8034,5.5398,75.6457,-27.2161,6.3386,75.6678,16
-26.8034,5.5398,75.6457,-27.737,7.5819,75.9777,16
-26.8034,5.5398,75.6457,-26.3825,5.3227,75.5302,16
-26.8034,5.5398,75.6457,-25.4141,4.9285,75.0826,16
-26.8034,5.5398,75.6457,-26.9261,5.5903,76.3571,16
-26.8034,5.5398,75.6457,-27.9148,8.2597,76.1337,16
-26.8034,5.5398,75.6457,-27.9083,9.2017,76.1613,16
-26.8034,5.5398,75.6457,-26.9269,5.6208,76.1232,16
-26.8034,5.5398,75.6457,-27.9013,9.0469,76.3568,16
-26.8034,5.5398,75.6457,-16.6735,6.6243,76.4221,16
-26.8034,5.5398,75.6457,-16.6791,6.8174,76.0899,16
-26.8034,5.5398,75.6457,-28.2293,10.9835,76.2423,16
-26.8034,5.5398,75.6457,-28.8404,12.663,76.1591,16
-27.1687,6.0848,75.8813,-26.383,5.2334,75.621,16
-27.1687,6.0848,75.8813,-23.8908,4.6951,75.4706,16
-27.1687,6.0848,75.8813,-26.0143,4.9965,76.0844,16
-27.1687,6.0848,75.8813,-25.8645,5.028,75.3467,16
-27.1687,6.0848,75.8813,-14.8749,-2.7868,83.6194,0
-27.1687,6.0848,75.8813,-27.2962,4.2232,84.3671,22
-27.1687,6.0848,75.8813,-26.8682,5.7789,75.6644,16
-27.1687,6.0848,75.8813,-25.4776,4.7795,75.4863,16
-27.1687,6.0848,75.8813,-19.0055,-2.8787,87.1629,0
-27.1687,6.0848,75.8813,-14.9119,0.44477,83.5435,0
-27.1687,6.0848,75.8813,-27.2263,4.0284,81.6514,22
-27.1687,6.0848,75.8813,-27.6715,4.503,81.2054,22
-27.1687,6.0848,75.8813,-24.0521,4.9626,74.8835,16
-27.1687,6.0848,75.8813,-27.214,3.79,82.9544,22
-27.1687,6.0848,75.8813,-27.8118,4.5297,82.3756,22
-27.1687,6.0848,75.8813,-26.5872,5.445,75.6289,16
-27.1687,6.0848,75.8813,-26.2096,5.1829,75.4466,16
-27.1687,6.0848,75.8813,-26.4093,5.2792,75.5009,16
-27.1687,6.0848,75.8813,-28.366,5.2684,83.1153,22
-27.1687,6.0848,75.8813,-27.2161,6.3386,75.6678,16
-27.1687,6.0848,75.8813,-27.6423,6.6306,76.6672,16
-27.1687,6.0848,75.8813,-28.2718,5.7393,79.9303,22
-27.1687,6.0848,75.8813,-27.4614,5.5561,78.4,22
-27.1687,6.0848,75.8813,-27.3406,5.8143,77.7518,22
-27.1687,6.0848,75.8813,-26.3825,5.3227,75.5302,16
-27.1687,6.0848,75.8813,-26.9261,5.5903,76.3571,16
-27.1687,6.0848,75.8813,-26.6676,5.6821,75.4907,16
-27.1687,6.0848,75.8813,-27.9083,9.2017,76.1613,16
-27.1687,6.0848,75.8813,-29.129,6.504,81.627,22
-27.1687,6.0848,75.8813,-28.869,6.4115,80.5577,22
-27.1687,6.0848,75.8813,-28.5238,6.3881,79.5355,22
-27.1687,6.0848,75.8813,-29.4218,7.1283,81.3061,22
-27.1687,6.0848,75.8813,-28.286,6.3076,78.891,22
-27.1687,6.0848,75.8813,-28.5859,6.8831,78.8034,22
-27.1687,6.0848,75.8813,-27.9013,9.0469,76.3568,16
-27.1687,6.0848,75.8813,-16.6735,6.6243,76.4221,16
-27.1687,6.0848,75.8813,-16.6791,6.8174,76.0899,16
-26.383,5.2334,75.621,-26.0143,4.9965,76.0844,16
-26.383,5.2334,75.621,-25.8645,5.028,75.3467,16
-26.383,5.2334,75.621,-15.4302,0.66092,82.2574,16
-26.383,5.2334,75.621,-25.9113,4.7722,75.3206,16
-26.383,5.2334,75.621,-28.0346,10.2757,76.2278,16
-26.383,5.2334,75.621,-26.8682,5.7789,75.6644,16
-26.383,5.2334,75.621,-25.4776,4.7795,75.4863,16
-26.383,5.2334,75.621,-14.9576,0.55335,82.8687,16
-26.383,5.2334,75.621,-15.0183,0.43276,82.5302,16
-26.383,5.2334,75.621,-15.6264,-1.6346,82.2431,16
-26.383,5.2334,75.621,-26.5872,5.445,75.6289,16
-26.383,5.2334,75.621,-26.2096,5.1829,75.4466,16
-26.383,5.2334,75.621,-26.4093,5.2792,75.5009,16
-26.383,5.2334,75.621,-15.4115,0.28058,82.1931,16
-26.383,5.2334,75.621,-15.7944,1.2321,82.0378,16
-26.383,5.2334,75.621,-27.9343,8.042,76.2096,16
-26.383,5.2334,75.621,-26.0433,3.8118,77.9445,22
-26.383,5.2334,75.621,-27.9766,8.2825,76.1438,16
-26.383,5.2334,75.621,-26.6291,3.8751,79.2501,22
-26.383,5.2334,75.621,-27.2161,6.3386,75.6678,16
-26.383,5.2334,75.621,-27.737,7.5819,75.9777,16
-26.383,5.2334,75.621,-28.2718,5.7393,79.9303,22
-26.383,5.2334,75.621,-28.1025,6.1461,78.2887,22
-26.383,5.2334,75.621,-27.3406,5.8143,77.7518,22
-26.383,5.2334,75.621,-26.3825,5.3227,75.5302,16
-26.383,5.2334,75.621,-25.4141,4.9285,75.0826,16
-26.383,5.2334,75.621,-26.9261,5.5903,76.3571,16
-26.383,5.2334,75.621,-26.6676,5.6821,75.4907,16
-26.383,5.2334,75.621,-27.9148,8.2597,76.1337,16
-26.383,5.2334,75.621,-27.9083,9.2017,76.1613,16
-26.383,5.2334,75.621,-28.5238,6.3881,79.5355,22
-26.383,5.2334,75.621,-27.9013,9.0469,76.3568,16
-26.383,5.2334,75.621,-16.6735,6.6243,76.4221,16
-26.383,5.2334,75.621,-16.6791,6.8174,76.0899,16
-26.383,5.2334,75.621,-27.131,6.1882,75.825,16
-26.383,5.2334,75.621,-28.2293,10.9835,76.2423,16
-24.899,4.5709,76.1788,-25.8645,5.028,75.3467,16
-24.899,4.5709,76.1788,-25.5777,4.2858,74.7089,16
-24.899,4.5709,76.1788,-25.4432,4.0863,74.5979,16
-24.899,4.5709,76.1788,-26.2096,5.1829,75.4466,16
-24.899,4.5709,76.1788,-26.4093,5.2792,75.5009,16
-24.899,4.5709,76.1788,-24.0685,3.9605,74.0166,7
-24.899,4.5709,76.1788,-26.3825,5.3227,75.5302,16
-24.899,4.5709,76.1788,-25.7156,5.0779,75.1559,16
-24.899,4.5709,76.1788,-25.4141,4.9285,75.0826,16
-24.899,4.5709,76.1788,-26.6676,5.6821,75.4907,16
-24.899,4.5709,76.1788,-23.4862,4.5891,73.6445,7
-24.899,4.5709,76.1788,-23.8867,4.4971,73.8967,7
-24.899,4.5709,76.1788,-23.167,4.7426,73.4932,7
-24.899,4.5709,76.1788,-23.6153,4.7082,73.7856,7
-24.899,4.5709,76.1788,-22.6172,5.1116,73.3718,7
-24.899,4.5709,76.1788,-23.2926,4.996,73.5472,7
-24.899,4.5709,76.1788,-27.131,6.1882,75.825,16
-24.899,4.5709,76.1788,-28.8404,12.663,76.1591,16
-23.8908,4.6951,75.4706,-17.42,-3.3124,84.9224,16
-23.8908,4.6951,75.4706,-25.8645,5.028,75.3467,16
-23.8908,4.6951,75.4706,-15.7568,-3.9068,83.8371,4
-23.8908,4.6951,75.4706,-22.5201,5.4397,74.2104,7
-23.8908,4.6951,75.4706,-21.7007,5.3982,75.0279,7
-23.8908,4.6951,75.4706,-22.0082,5.6105,74.2265,7
-23.8908,4.6951,75.4706,-26.2096,5.1829,75.4466,16
-23.8908,4.6951,75.4706,-26.4093,5.2792,75.5009,16
-23.8908,4.6951,75.4706,-21.3742,5.1928,75.6416,7
-23.8908,4.6951,75.4706,-22.101,3.5653,83.7904,7
-23.8908,4.6951,75.4706,-25.0331,3.8898,86.3211,7
-23.8908,4.6951,75.4706,-24.0685,3.9605,74.0166,7
-23.8908,4.6951,75.4706,-26.3825,5.3227,75.5302,16
-23.8908,4.6951,75.4706,-25.4141,4.9285,75.0826,16
-23.8908,4.6951,75.4706,-26.6676,5.6821,75.4907,16
-23.8908,4.6951,75.4706,-23.4862,4.5891,73.6445,7
-23.8908,4.6951,75.4706,-23.8867,4.4971,73.8967,7
-23.8908,4.6951,75.4706,-23.167,4.7426,73.4932,7
-23.8908,4.6951,75.4706,-23.6153,4.7082,73.7856,7
-23.8908,4.6951,75.4706,-22.6172,5.1116,73.3718,7
-23.8908,4.6951,75.4706,-23.2926,4.996,73.5472,7
-23.8908,4.6951,75.4706,-23.2949,5.1981,73.9759,7
-23.8908,4.6951,75.4706,-22.9148,5.2299,73.5863,7
-23.8908,4.6951,75.4706,-22.5252,5.4184,73.7545,7
-23.8908,4.6951,75.4706,-27.131,6.1882,75.825,16
-23.8908,4.6951,75.4706,-28.8404,12.663,76.1591,16
-26.0143,4.9965,76.0844,-29.0147,10.6364,77.7663,16
-26.0143,4.9965,76.0844,-29.3696,11.1162,78.118,16
-26.0143,4.9965,76.0844,-29.4365,11.5817,77.9128,16
-26.0143,4.9965,76.0844,-28.3173,5.2244,81.8084,16
-26.0143,4.9965,76.0844,-25.8645,5.028,75.3467,16
-26.0143,4.9965,76.0844,-29.6224,7.9561,81.1462,16
-26.0143,4.9965,76.0844,-25.5777,4.2858,74.7089,16
-26.0143,4.9965,76.0844,-25.8447,3.9011,77.2494,16
-26.0143,4.9965,76.0844,-25.7181,3.8798,76.4163,16
-26.0143,4.9965,76.0844,-26.8682,5.7789,75.6644,16
-26.0143,4.9965,76.0844,-29.328,8.3311,78.7637,16
-26.0143,4.9965,76.0844,-25.4432,4.0863,74.5979,16
-26.0143,4.9965,76.0844,-26.2096,5.1829,75.4466,16
-26.0143,4.9965,76.0844,-26.4093,5.2792,75.5009,16
-26.0143,4.9965,76.0844,-27.2161,6.3386,75.6678,16
-26.0143,4.9965,76.0844,-27.737,7.5819,75.9777,16
-26.0143,4.9965,76.0844,-26.3825,5.3227,75.5302,16
-26.0143,4.9965,76.0844,-25.7156,5.0779,75.1559,16
-26.0143,4.9965,76.0844,-25.4141,4.9285,75.0826,16
-26.0143,4.9965,76.0844,-26.6676,5.6821,75.4907,16
-26.0143,4.9965,76.0844,-30.0997,11.4925,78.9791,16
-26.0143,4.9965,76.0844,-25.1903,4.1931,74.4182,16
-26.0143,4.9965,76.0844,-23.4862,4.5891,73.6445,7
-26.0143,4.9965,76.0844,-23.8867,4.4971,73.8967,7
-26.0143,4.9965,76.0844,-23.167,4.7426,73.4932,7
-26.0143,4.9965,76.0844,-23.6153,4.7082,73.7856,7
-26.0143,4.9965,76.0844,-22.6172,5.1116,73.3718,7
-26.0143,4.9965,76.0844,-23.2926,4.996,73.5472,7
-26.0143,4.9965,76.0844,-27.131,6.1882,75.825,16
-26.0143,4.9965,76.0844,-28.8404,12.663,76.1591,16
-29.0147,10.6364,77.7663,-29.3696,11.1162,78.118,16
-29.0147,10.6364,77.7663,-28.4684,11.5288,76.7851,16
-29.0147,10.6364,77.7663,-27.9031,9.3813,77.7922,16
-29.0147,10.6364,77.7663,-25.5777,4.2858,74.7089,16
-29.0147,10.6364,77.7663,-28.0352,10.516,76.491,16
-29.0147,10.6364,77.7663,-28.0346,10.2757,76.2278,16
-29.0147,10.6364,77.7663,-25.4432,4.0863,74.5979,16
-29.0147,10.6364,77.7663,-24.8731,3.953,74.2917,16
-29.0147,10.6364,77.7663,-27.9343,8.042,76.2096,16
-29.0147,10.6364,77.7663,-27.9766,8.2825,76.1438,16
-29.0147,10.6364,77.7663,-27.737,7.5819,75.9777,16
-29.0147,10.6364,77.7663,-29.4276,10.645,78.4847,16
-29.0147,10.6364,77.7663,-26.9261,5.5903,76.3571,16
-29.0147,10.6364,77.7663,-30.0729,10.7565,79.5738,16
-29.0147,10.6364,77.7663,-30.479,11.625,79.6506,16
-29.0147,10.6364,77.7663,-28.4515,9.1683,77.3739,16
-29.0147,10.6364,77.7663,-29.835,9.676,79.7272,16
-29.0147,10.6364,77.7663,-28.4959,10.7657,77.4413,16
-29.0147,10.6364,77.7663,-27.9148,8.2597,76.1337,16
-29.0147,10.6364,77.7663,-30.0997,11.4925,78.9791,16
-29.0147,10.6364,77.7663,-28.6076,11.3211,77.2336,16
-29.0147,10.6364,77.7663,-27.9083,9.2017,76.1613,16
-29.0147,10.6364,77.7663,-24.4071,4.1922,74.0711,16
-29.0147,10.6364,77.7663,-25.1903,4.1931,74.4182,16
-29.0147,10.6364,77.7663,-29.4659,8.6016,79.2515,22
-29.0147,10.6364,77.7663,-28.5831,8.6296,77.5822,16
-29.0147,10.6364,77.7663,-27.9013,9.0469,76.3568,16
-29.0147,10.6364,77.7663,-29.7003,11.5255,78.3772,20
-29.0147,10.6364,77.7663,-27.9086,8.1326,76.4734,16
-29.0147,10.6364,77.7663,-29.1614,12.1305,76.9289,20
-29.0147,10.6364,77.7663,-28.2293,10.9835,76.2423,16
-29.0147,10.6364,77.7663,-28.4992,12.0462,76.4072,16
-29.0147,10.6364,77.7663,-29.2604,13.0236,76.0124,20
-29.3696,11.1162,78.118,-25.5777,4.2858,74.7089,16
-29.3696,11.1162,78.118,-28.0352,10.516,76.491,16
-29.3696,11.1162,78.118,-28.0346,10.2757,76.2278,16
-29.3696,11.1162,78.118,-25.4432,4.0863,74.5979,16
